district_key,u5mr_posterior_mean,u5mr_ci_lower95,u5mr_ci_upper95,u5mr_posterior_sd,province,had_direct_data,n_births_direct,ci_width,run_mode,model_version,population_2017,remoteness_proxy,norm_mortality_risk,norm_uncertainty,norm_geographic_accessibility_proxy,norm_population,priority_score,rank,relative_uncertainty
ATTOCK DISTRICT,31.8719319692415,6.987509718528551,84.72202504047029,20.465751173066348,Punjab,True,365,77.73451532194173,normal,hazard_v1_censoring_corrected,1886378,0.55888172901297,0.07607807673705573,0.17419340661052923,0.55888172901297,0.16766293258873524,0.21123189173944856,92,2.4389646475450757
GUJRANWALA DISTRICT,53.04987234426206,30.82411387779128,81.57222847651936,13.026793108557928,Punjab,True,633,50.74811459872808,normal,hazard_v1_censoring_corrected,5011066,0.3804338932578973,0.1667690334906743,0.07498074480461236,0.3804338932578973,0.44932898643910707,0.2102215141331436,93,0.956611436676097
TANDO ALLAHYAR DISTRICT,34.919541237651515,7.266350074546918,95.3169550180682,23.663899208530214,Sindh,True,212,88.05060494352126,normal,hazard_v1_censoring_corrected,838527,0.4845184666327906,0.08912894927087886,0.21211942428449412,0.4845184666327906,0.07320740416696452,0.20351184073695436,94,2.5215281135647314
UMER KOT DISTRICT,30.06338213075996,6.660665704905461,76.44998599500158,18.322302864974947,Sindh,True,245,69.78932029009613,normal,hazard_v1_censoring_corrected,1073469,0.5988450599528377,0.06833326717181801,0.1449837333472665,0.5988450599528377,0.09438557812344082,0.20003599667581878,95,2.321406154056425
PESHAWAR DISTRICT,53.3263837690992,26.52342016391529,91.4514162863828,16.62894641800192,Khyber Pakhtunkhwa,True,2955,64.92799612246752,normal,hazard_v1_censoring_corrected,4267198,0.2811374102110313,0.16795314701766131,0.12711158672354167,0.2811374102110313,0.382275135256023,0.1997697303919356,96,1.2175585804505846
RAWALPINDI DISTRICT,39.93625904091192,19.72656156910616,68.36435738439091,12.451429140818556,Punjab,True,670,48.63779581528476,normal,hazard_v1_censoring_corrected,5402380,0.4139026111966009,0.11061219689949325,0.06722237991883728,0.4139026111966009,0.4846028666461563,0.1956524016393843,97,1.217885625327568
KARACHI SOUTH DISTRICT,67.12446723079623,32.17410572379872,116.63065803373644,21.720327773678317,Sindh,True,587,84.45655230993773,normal,hazard_v1_censoring_corrected,1769230,0.1204548161811184,0.2270411115859046,0.19890626806905032,0.1204548161811184,0.15710296152075554,0.19028958444337615,98,1.25820815857723
JHANG DISTRICT,37.355467863967,16.35629203465048,67.8708150550646,13.39372875216211,Punjab,True,463,51.51452302041412,normal,hazard_v1_censoring_corrected,2742633,0.5058558513964115,0.09956039408610448,0.07779836469864054,0.5058558513964115,0.24484758812543206,0.18881959613585947,99,1.3790356798102081
DADU DISTRICT,29.42765489231589,8.32080735259025,65.55389587708672,15.031528711812353,Sindh,True,334,57.23308852449647,normal,hazard_v1_censoring_corrected,1550390,0.5956253203197339,0.06561087252588575,0.0988220688669207,0.5956253203197339,0.13737625625462485,0.1887536593598398,100,1.9448742597372617
HYDERABAD DISTRICT,39.362514412964856,10.4372009116137,93.93432076701316,21.717472241219287,Sindh,True,350,83.49711985539945,normal,hazard_v1_censoring_corrected,2199928,0.3283544410044648,0.1081552323260099,0.1953790156349809,0.3283544410044648,0.19592699965232177,0.18713938578702338,101,2.121234405388949
SOUTH WAZIRISTAN A DISTRICT,19.93252383545251,1.9305021180180624,66.28243007421925,17.527244542443928,Fata,True,473,64.35192795620118,normal,hazard_v1_censoring_corrected,675215,0.6680124496691167,0.024949575685913848,0.12499373274430488,0.6680124496691167,0.058486111485451374,0.18692905118002545,102,3.228488699546575
MARDAN DISTRICT,41.99652283299024,15.203591571793892,83.85278053376447,17.776929577158977,Khyber Pakhtunkhwa,True,642,68.64918896197058,normal,hazard_v1_censoring_corrected,2373399,0.3749156882706888,0.11943492900467982,0.14079216052390922,0.3749156882706888,0.21156404630385237,0.18615116204356771,103,1.634639830420518
NAUSHAHRO FEROZE DISTRICT,38.02673311796857,14.474371959394102,74.93916948228467,15.621619167867063,Sindh,True,469,60.46479752289056,normal,hazard_v1_censoring_corrected,1612047,0.482971315725363,0.10243497428808995,0.11070310684606137,0.482971315725363,0.14293414999705686,0.18507259991383268,104,1.590060269845254
ABBOTTABAD DISTRICT,33.372516665715,8.370403768954935,82.15633494311864,19.645948371294534,Khyber Pakhtunkhwa,True,401,73.78593117416371,normal,hazard_v1_censoring_corrected,1333089,0.4593326909520379,0.08250407753803718,0.15967685259935563,0.4593326909520379,0.11778827973737269,0.1845500529591664,105,2.2109789295563416
LODHRAN DISTRICT,32.99554907859789,8.590638628518207,77.39261847780514,18.02492219530402,Punjab,True,198,68.80197984928694,normal,hazard_v1_censoring_corrected,1699693,0.4706349125044707,0.08088977744391293,0.14135388013912653,0.4706349125044707,0.15083474773858166,0.18397253229405544,106,2.0851897231773724
SWAT DISTRICT,29.00998840782961,7.476383690226151,69.82728605114492,16.302768325066214,Khyber Pakhtunkhwa,True,809,62.35090236091877,normal,hazard_v1_censoring_corrected,2308624,0.5089345550405807,0.06382228627003536,0.11763717276115139,0.5089345550405807,0.2057250893781824,0.18317948628229397,107,2.1492908402573043
BATAGRAM DISTRICT,29.069020639759454,6.145950940995312,77.29910908934353,19.195416296849054,Khyber Pakhtunkhwa,True,157,71.15315814834823,normal,hazard_v1_censoring_corrected,476749,0.527247738894917,0.06407508184402487,0.1499977396824084,0.527247738894917,0.040595962119028904,0.18013849863321876,108,2.447731522507083
LAKKI MARWAT DISTRICT,29.090578341456023,8.38840216744244,66.54706431965465,14.965682582424284,Khyber Pakhtunkhwa,True,316,58.158662152212216,normal,hazard_v1_censoring_corrected,875744,0.558210331078389,0.06416739906456899,0.10222484288798706,0.558210331078389,0.07656222408055245,0.17563270111595677,109,1.9992267417156235
JHELUM DISTRICT,27.45108940426339,6.655008278795027,67.82295736141026,16.150129383561392,Punjab,True,147,61.16794908261524,normal,hazard_v1_censoring_corrected,1222403,0.5352596865073446,0.05714656428705919,0.11328816954518815,0.5352596865073446,0.10781080715883612,0.17467809459573264,110,2.2282521535599
SANGHAR DISTRICT,22.354919676715653,5.09601885239587,54.21083663050721,12.988963894140763,Sindh,True,398,49.11481777811134,normal,hazard_v1_censoring_corrected,2049873,0.599040794622377,0.03532307719691372,0.06897610095623363,0.599040794622377,0.1824007212813236,0.17287029221824335,111,2.1970473832329693
KHUSHAB DISTRICT,24.04822032980846,6.140538176140304,57.7842511587788,13.442437852806922,Punjab,True,221,51.64371298263849,normal,hazard_v1_censoring_corrected,1280372,0.595877016629541,0.04257435156926234,0.078273317996872,0.595877016629541,0.113036256699927,0.17099076502266747,112,2.1475066459959464
OKARA DISTRICT,29.57773008876173,10.199018774570453,60.662540236162,12.857663887831167,Punjab,True,306,50.46352146159154,normal,hazard_v1_censoring_corrected,3040826,0.4565947502727323,0.06625354423567648,0.07393446809077388,0.4565947502727323,0.2717273423907552,0.16717344241512472,113,1.706132326928141
MOHMAND AGENCY DISTRICT,19.080413298355587,1.720527168464836,65.0306123396701,16.93936035041192,Fata,True,545,63.31008517120527,normal,hazard_v1_censoring_corrected,474345,0.5904411045913912,0.02130055606924186,0.12116350740440543,0.5904411045913912,0.04037926042162542,0.16699542160945918,114,3.3180667620371485
NANKANA SAHIB DISTRICT,28.21519329263629,6.655182431420423,69.21890296907722,16.625444162340084,Punjab,True,136,62.5637205376568,normal,hazard_v1_censoring_corrected,1354986,0.4707035602450702,0.060418710278056266,0.11841957638775652,0.4707035602450702,0.11976212211176705,0.1658102812877402,115,2.217376995747356
KOHAT DISTRICT,31.034223695538163,11.000315472041422,62.93137263263466,13.55422257302098,Khyber Pakhtunkhwa,True,558,51.93105716059324,normal,hazard_v1_censoring_corrected,992427,0.5203866402625161,0.07249073238357989,0.07932970862271789,0.5203866402625161,0.08708027905481643,0.1655805614982322,116,1.6733480324838752
NORTH WAZIRISTAN AGENCY DISTRICT,17.042593198321153,1.742743269391092,53.19497277134751,14.222295290119275,Fata,True,1071,51.45222950195642,normal,hazard_v1_censoring_corrected,540546,0.6550100805920178,0.012573935288787518,0.07756934913473365,0.6550100805920178,0.0463467600346903,0.16393707097780771,117,3.0190375903019806
SWABI DISTRICT,34.24275858640182,11.895417678000449,70.51115193967527,15.250416995094024,Khyber Pakhtunkhwa,True,538,58.61573426167482,normal,hazard_v1_censoring_corrected,1625477,0.4105740668315333,0.08623074174601109,0.10390522038931209,0.4105740668315333,0.14414475889727682,0.16219315207123242,118,1.7117702159939818
KURRAM AGENCY DISTRICT,16.721244400329514,1.481229062109679,58.63231649111723,15.54863181916734,Fata,True,791,57.15108742900755,normal,hazard_v1_censoring_corrected,615372,0.60436410695793,0.011197813275720477,0.09852060047037908,0.60436410695793,0.05309173557957924,0.16021730040094584,119,3.417872860460153
NOWSHERA DISTRICT,35.132876389794355,14.398045396732655,66.15631808843081,13.54615779594656,Khyber Pakhtunkhwa,True,861,51.75827269169815,normal,hazard_v1_censoring_corrected,1520995,0.4317114204425837,0.09004252106843823,0.07869448470925035,0.4317114204425837,0.13472652813683145,0.15944029074235028,120,1.4732147780172438
MALIR DISTRICT,30.16592313640856,10.38943648711014,62.09036584063064,13.470458924294473,Sindh,True,833,51.7009293535205,normal,hazard_v1_censoring_corrected,1924346,0.4291035743446828,0.06877238172895023,0.07848366796211192,0.4291035743446828,0.17108544924722752,0.15398331287387299,121,1.7138852048296978
LARKANA DISTRICT,27.14307988881888,7.014670881218943,63.7077280477353,15.088329777877032,Sindh,True,508,56.69305716651636,normal,hazard_v1_censoring_corrected,1521786,0.4436291403874838,0.055827565501047456,0.0968367004202948,0.4436291403874838,0.1347978305672167,0.15358764746072587,122,2.088674439258092
KARACHI WEST DISTRICT,38.62033664659272,17.090679402311515,68.97700401888194,13.42490335672634,Sindh,True,1149,51.88632461657043,normal,hazard_v1_censoring_corrected,3907065,0.2574364203744823,0.10497698125335396,0.0791652541329409,0.2574364203744823,0.34981197702349043,0.15220885051846936,123,1.3434974710700276
CHARSADDA DISTRICT,30.999310065321986,9.477806456215726,68.60266280467104,15.314784365358328,Khyber Pakhtunkhwa,True,453,59.12485634845532,normal,hazard_v1_censoring_corrected,1610960,0.3631561699737727,0.07234122065241165,0.10577695415372725,0.3631561699737727,0.14283616549411277,0.14758442505124866,124,1.9072958792910863
MALAKAND PROTECTED AREA DISTRICT,24.434976304131222,4.987534112953551,64.5298908795685,15.98653706160858,Khyber Pakhtunkhwa,True,334,59.542356766614944,normal,hazard_v1_censoring_corrected,717806,0.44754627891574,0.044230568780208916,0.10731185049709434,0.44754627891574,0.06232535524340135,0.1456275739687,125,2.4367675264145077
GUJRAT DISTRICT,29.72690389900237,14.285758131348102,50.9337999132192,9.43855383949257,Punjab,True,796,36.64804178187109,normal,hazard_v1_censoring_corrected,2756289,0.4325569787553089,0.06689235591111511,0.023143311196272824,0.4325569787553089,0.24607856914861923,0.14481918838925162,126,1.232824040686625
ISLAMABAD DISTRICT,26.81250663793633,5.132811411537236,67.18387459819971,16.501953024913476,Federal Capital Territory,True,4435,62.05106318666248,normal,hazard_v1_censoring_corrected,2003368,0.328565364671718,0.05441194132472039,0.11653484559656344,0.328565364671718,0.1782086611990653,0.1402591692631073,127,2.31425819393059
KHYBER AGENCY DISTRICT,16.483111147796834,1.767572253878258,52.908501229042535,13.616921623458172,Fata,True,1113,51.14092897516428,normal,hazard_v1_censoring_corrected,984246,0.5226373369725827,0.010178047796896435,0.07642488551391202,0.5226373369725827,0.08634282623183061,0.14016043479063178,128,3.102625985871598
SHEIKHUPURA DISTRICT,19.923282833856824,5.257488737733204,45.00040909970984,10.459790062520078,Punjab,True,294,39.74292036197664,normal,hazard_v1_censoring_corrected,3460004,0.4250526109022949,0.02491000265561752,0.034521306544658154,0.4250526109022949,0.30951294310381555,0.136282209516485,129,1.9947977797333238
SIALKOT DISTRICT,24.67694811843327,10.369564028531604,45.38446585673931,9.097274937016154,Punjab,True,566,35.014901828207705,normal,hazard_v1_censoring_corrected,3894938,0.3880508785331782,0.045266772252211575,0.017139244052737073,0.3880508785331782,0.3487188233278115,0.13573054015612254,130,1.4189316142400994
MANSEHRA DISTRICT,16.695686603829227,4.037077017350057,40.83664591992854,9.875353239972478,Khyber Pakhtunkhwa,True,359,36.799568902578486,normal,hazard_v1_censoring_corrected,1555742,0.524070917742431,0.01108836632403016,0.02370038470657,0.524070917742431,0.13785869697197237,0.13014551518726653,131,2.2041363003386962
BAJAUR AGENCY DISTRICT,18.42387329788722,2.3757287617967857,53.2884656436036,13.689854638331278,Fata,True,605,50.91273688180681,normal,hazard_v1_censoring_corrected,1090987,0.4348556651464905,0.0184890342812342,0.07558596130103674,0.4348556651464905,0.09596468807981112,0.12663900394008393,132,2.7634111491444795
KARACHI EAST DISTRICT,30.2679316347362,6.601200000962288,77.68607206306955,19.044327805131747,Sindh,True,312,71.08487206210725,normal,hazard_v1_censoring_corrected,2875315,0.0811487512216072,0.06920921591331905,0.14974669307379387,0.0811487512216072,0.2568078271499283,0.11451822724678004,133,2.348520966676446
KARACHI CENTRAL DISTRICT,22.045052476651183,6.110789209999931,51.233539037685375,11.75965405578095,Sindh,True,723,45.122749827685446,normal,hazard_v1_censoring_corrected,2971382,0.0,0.03399612318992453,0.05429968332151177,0.0,0.2654675118273244,0.05643510545515579,134,2.0468424774890783
KORANGI DISTRICT,14.106357201288471,3.570201796360648,33.923133068784566,7.888919295502378,Sindh,True,519,30.35293127242392,normal,hazard_v1_censoring_corrected,2577556,0.0653202868980177,0.0,0.0,0.0653202868980177,0.22996719457207318,0.03606077683681086,135,2.151720025184921
