district_key,area_sqkm,population_2017,male,female,sex_ratio,pop_density_per_sqkm,urban_pct,avg_household_size,pop_growth_rate_pct,population_under5,literacy_rate_pct,mean_persons_per_room,improved_water_pct,improved_sanitation_pct,province,n_households_hr,mean_wealth_score,pct_lowest_wealth_quintile,n_women_ir,mean_years_education,pct_no_education,n_women_with_recent_birth,mean_anc_visits,pct_zero_anc_visits,low_dhs_hr_coverage,low_dhs_ir_coverage,low_dhs_anc_coverage,improved_water_pct_imputed,improved_sanitation_pct_imputed,wash_index,mean_persons_per_room_imputed,household_pressure_index,remoteness_proxy,population_under5_imputed,under5_share_pct,anc_deficit_index,anc_data_source,education_adequacy,education_data_source,wealth_adequacy,wealth_data_source,deprivation_index,deprivation_data_source,facility_count_in_district,facility_distance_km,low_osm_facility_coverage
MUZAFFARGARH DISTRICT,8249,4328549,2223085,2105145,105.6,524.74,16.13,6.48,2.64,673900.0,47.110587192954135,3.721934835454555,96.8404054140195,18.920686860469704,Punjab,108.0,-0.4080387891027505,26.12791338630801,109.0,3.341205488737623,55.887579712509485,52.0,2.8017730135696417,5.2872976114623285,False,False,False,False,False,0.573888321192394,False,0.4246092911648265,0.487601285263543,False,15.568727534330788,0.6626878335623099,dhs,0.3251371069440498,dhs,0.3887388631511605,dhs,0.5684940830604795,education=dhs;wealth=dhs,11,9.21,False
MULTAN DISTRICT,3720,4746166,2435195,2310408,105.4,1275.85,43.38,6.17,2.23,626135.0,60.21406153878236,3.2386604310601323,92.9784194657052,48.21396567356148,Punjab,159.0,0.2186908879877785,12.552767762122286,166.0,4.955929487707306,43.67952750013585,75.0,4.371156907215103,2.5719735168185167,False,False,False,False,False,0.7098382349028315,False,0.3137142649619138,0.3893931687079611,False,13.192437854048933,0.4627683081441313,dhs,0.4822680261011616,dhs,0.5923636159713184,dhs,0.4085865988369187,education=dhs;wealth=dhs,50,13.41,False
KHANEWAL DISTRICT,4349,2920233,1482668,1437272,103.16,671.47,20.08,6.22,1.83,388512.0,58.59357410649344,3.026181831022273,95.58103755710384,27.10986466739765,Punjab,79.0,-0.1935385656686848,12.795117747317022,85.0,2.2558817652610865,62.086360013327415,43.0,3.9026170390340895,3.922733976121733,False,False,False,False,False,0.6108655265756763,False,0.2825659757090618,0.460358207977294,False,13.304143881669717,0.5224543215316276,dhs,0.2195228258893906,dhs,0.458430081826802,dhs,0.5558497774318966,education=dhs;wealth=dhs,11,11.7,False
LODHRAN DISTRICT,2778,1699693,861394,838156,102.77,611.84,15.63,6.43,1.97,239525.0,49.88473053516951,3.145042933398656,83.25775142882165,32.49298440004721,Punjab,27.0,-0.5059018518518519,33.333333333333336,39.0,3.0,53.84615384615385,23.0,4.260869565217393,0.0,True,False,True,False,False,0.5693717545143621,False,0.3224828641108528,0.4706349125044707,False,14.092250777052092,0.4768175112493057,dhs,0.2919339514196357,dhs,0.3569431102277977,dhs,0.5752382626485436,education=dhs;wealth=dhs,3,15.74,False
VEHARI DISTRICT,4364,2902081,1463796,1437989,101.79,665.0,17.44,6.28,1.74,403151.0,55.3624237804878,2.990742652008737,88.40514358783332,38.26017248402704,Punjab,76.0,-0.3591285183518211,19.40428959074481,73.0,2.80494229904058,61.36740063404215,39.0,3.311490986377286,3.0923306196487186,False,False,False,False,False,0.6299534138249777,False,0.2822536189245054,0.4614282087533838,False,13.891790063750806,0.5977562539574531,dhs,0.272952629620998,dhs,0.4046298320267039,dhs,0.5494249900983198,education=dhs;wealth=dhs,2,6.54,False
JACOBABAD DISTRICT,2698,1007009,514786,492061,104.62,373.24,29.51,5.63,1.72,173404.0,34.065293461839985,4.519781823410179,61.74383275893343,18.17068746598948,Sindh,52.0,-1.1514666787509742,78.3435991022396,51.0,0.0943603531926532,98.11279293614692,34.0,1.6477572505309606,19.46456112434544,False,False,False,False,False,0.3689468554431067,False,0.478974884782618,0.5252212484762876,False,17.21970707312447,0.8096947479354927,dhs,0.0091823302549612,dhs,0.1471988087979264,dhs,0.800683403400157,education=dhs;wealth=dhs,3,9.66,False
KASHMORE DISTRICT,2580,1090336,564663,525558,107.44,422.61,23.26,5.84,2.53,177050.5,30.5809333559387,4.527439409217639,92.0686978671302,27.720685297981937,Sindh,79.0,-0.5657969896166316,57.05335877280555,85.0,2.6493141342776085,69.56309851368265,57.0,2.254321420581904,22.566329528886573,False,False,False,False,True,0.594056470050315,False,0.5001165376217248,0.5115066791850327,True,16.23815961318346,0.7324261959239281,dhs,0.2578082479238512,dhs,0.3374831531389604,dhs,0.6147283539181596,education=dhs;wealth=dhs,0,36.32,True
KAMBAR SHAHDAD KOT DISTRICT,5475,1338035,680567,657290,103.54,244.39,29.66,6.05,1.96,219914.0,38.08269641455386,4.514807298086409,63.14281128917624,22.35275236719628,Sindh,78.0,-1.0505752360252048,66.01227716749463,80.0,1.625073358510505,80.63192888809229,56.0,2.349073391227131,22.73665741877189,False,False,False,False,False,0.3995196243928491,False,0.5178325448403243,0.5719320649019279,False,16.435593986704383,0.7203560013204716,dhs,0.1581380289655833,dhs,0.1799784837322226,dhs,0.7384291015898579,education=dhs;wealth=dhs,28,8.08,False
LARKANA DISTRICT,1948,1521786,775934,745530,104.08,781.2,45.93,5.78,2.22,221400.0,53.80121337805702,3.85566426488872,95.2122307843538,36.260991245552425,Sindh,112.0,-0.4868329393822858,34.29181769406411,122.0,2.051032548349958,73.4716095925556,61.0,3.375195052365129,6.237131695233108,False,False,False,False,False,0.6581306873408701,False,0.3810251567930988,0.4436291403874838,False,14.54869475734433,0.5896411670809627,dhs,0.1995886787766961,dhs,0.3631386084307714,dhs,0.5967300159497156,education=dhs;wealth=dhs,4,3.79,False
SHIKARPUR DISTRICT,2512,1233760,635558,598130,106.26,491.15,24.68,5.94,1.79,206025.0,40.47771393073459,4.517078222563581,91.33253609796112,25.99399108545902,Sindh,26.0,0.4079969230769231,7.6923076923076925,35.0,5.1428571428571415,42.85714285714285,18.0,4.055555555555555,8.57142857142857,True,False,True,False,False,0.5805260099494008,False,0.5078189848259398,0.494908501290385,False,16.69895279470886,0.5029719018604857,dhs,0.5004582024336611,dhs,0.6538692315683649,dhs,0.4387465054117199,education=dhs;wealth=dhs,1,3.15,False
GHOTKI DISTRICT,6083,1648708,850272,798271,106.51,271.04,21.89,5.56,2.83,270196.0,40.87889135908459,4.439693832229629,89.28044286850431,19.1678156288962,Sindh,80.0,-0.8019724451622934,52.5419477654337,82.0,0.9165435420828972,85.49277834107689,56.0,2.411067886339343,21.611851436866345,False,False,False,False,False,0.5319480939565654,False,0.458836834979374,0.5605212899070459,False,16.388347724399953,0.7124586920059331,dhs,0.0891900592961364,dhs,0.2607496418411908,dhs,0.7029944931495881,education=dhs;wealth=dhs,2,23.61,False
KHAIRPUR DISTRICT,15910,2405190,1240254,1164826,106.48,151.17,32.31,5.83,2.34,386275.0,49.152366385635055,4.236765494603482,89.3627719199657,22.91102862522984,Sindh,124.0,-0.5704208359030177,38.49807574668191,139.0,2.886889130433596,63.54011987293647,82.0,2.7306248597975302,11.48124491052966,False,False,False,False,False,0.552616398881961,False,0.4500949314353404,0.6248188402747168,False,16.0600617830608,0.6717512024385254,dhs,0.2809269837192919,dhs,0.3359808634093362,dhs,0.6078722566143557,education=dhs;wealth=dhs,8,74.2,False
SUKKUR DISTRICT,5165,1488372,776332,711882,109.05,288.16,48.43,5.64,2.49,226757.0,54.72549079126843,4.088498091203976,90.66548903950758,41.30164115573471,Sindh,76.0,-0.6749728435574414,60.53815858873571,75.0,2.5968655492723376,73.1588444382237,40.0,3.6851911552392913,6.490255646661028,False,False,False,False,False,0.6593024425187719,False,0.4071035391671395,0.5537665917897332,False,15.235236889702303,0.5501516106894224,dhs,0.2527044070348654,dhs,0.3020118692900294,dhs,0.6001549391221048,education=dhs;wealth=dhs,18,31.51,False
BADIN DISTRICT,6858,1804958,931177,873589,106.59,263.19,21.63,5.0,2.61,289324.0,33.65466383314592,4.329589291121473,59.22994275353803,15.939194520455958,Sindh,80.0,-1.322666402060474,80.56439858742743,83.0,1.2735660036581906,75.12065739826546,55.0,3.145230844844753,7.954821595556355,False,False,False,False,False,0.3425168651687459,False,0.387317090103966,0.5637619587019318,False,16.029403454263203,0.6189356790335794,dhs,0.1239323852805499,dhs,0.0915759420085166,dhs,0.7687450730310981,education=dhs;wealth=dhs,64,2.49,False
DADU DISTRICT,7866,1550390,795700,754480,105.46,197.1,24.73,5.38,1.79,232894.0,47.26331915216536,4.199194514089875,69.97991296792055,21.13078381639538,Sindh,84.0,-1.1721375277195996,70.25620437581432,78.0,1.4886610087965149,78.40937993200737,40.0,3.4673958091142336,7.849305642703565,False,False,False,False,False,0.432062266303464,False,0.4012184895150121,0.5956253203197339,False,15.02163971645844,0.5778959646438067,dhs,0.1448635635407692,dhs,0.1404828407088468,dhs,0.7309232207146357,education=dhs;wealth=dhs,3,33.2,False
HYDERABAD DISTRICT,993,2199928,1145216,1054407,108.61,2215.44,83.03,5.01,2.05,267218.0,65.76100683524815,3.261798519364861,87.16660744848599,64.83043860932489,Sindh,75.0,0.0815712652028328,12.491869009861444,88.0,3.802771438667399,50.95249021697411,39.0,4.917679627573325,6.982878422778685,False,False,False,False,False,0.7662276901917502,False,0.2079799918433471,0.3283544410044648,False,12.14667025466288,0.3931482723283751,dhs,0.3700526974786355,dhs,0.5478133891079673,dhs,0.4340889998882393,education=dhs;wealth=dhs,59,8.86,False
JAMSHORO DISTRICT,11204,993908,523069,470702,111.13,88.71,43.53,5.37,2.85,140024.0,46.47234499719304,3.94671564128802,57.64143497657444,35.095241560360705,Sindh,47.0,-0.0396204915526471,9.560743275261178,43.0,3.18072200735536,63.221534074914565,22.0,4.720866336433102,5.060457371168853,False,False,True,False,False,0.4367833895436765,False,0.3576456084182526,0.6833020356105419,False,14.088225469560562,0.4182197796377475,dhs,0.3095202479915486,dhs,0.5084381330522202,dhs,0.5554266366412944,education=dhs;wealth=dhs,5,58.87,False
MATIARI DISTRICT,1417,770040,396922,373041,106.4,543.43,23.72,5.34,2.36,109988.0,42.62533435443235,4.263718033819647,82.5174333595771,26.57181419412889,Sindh,27.0,-1.0458914814814817,55.55555555555557,27.0,0.8888888888888887,81.48148148148147,18.0,3.2222222222222228,14.814814814814811,True,True,True,False,False,0.5331855996899209,False,0.4083317097844096,0.4837350724092114,False,14.28341384863124,0.609127957870568,dhs,0.0864989485687809,dhs,0.1815002376814904,dhs,0.7198879332261567,education=dhs;wealth=dhs,2,11.69,False
SUJAWAL DISTRICT,8785,779062,404810,374142,108.2,88.68,10.97,5.07,2.21,121160.0,25.12400892371437,4.521388897505708,49.13175366676976,15.446822790890486,Sindh,81.0,-1.1682328031267986,76.39343059718699,91.0,1.2524609492234062,84.08752943567241,47.0,3.989081519859605,6.029641239953298,False,False,False,False,False,0.2820576057080124,False,0.4263161611703024,0.6833390531970314,False,15.552035653131586,0.5114398476083524,dhs,0.1218786246351922,dhs,0.1417514874781063,dhs,0.7723529381681936,education=dhs;wealth=dhs,1,36.98,False
TANDO ALLAHYAR DISTRICT,1554,838527,432697,405709,106.65,539.59,31.97,5.04,2.82,126763.0,38.23010171988977,4.212489136266341,68.46436381134535,25.207555444561528,Sindh,48.0,-0.2295773217216297,37.48273991768789,53.0,6.358796310256269,36.92236186111646,26.0,4.442137380727747,5.506952378472526,False,False,True,False,False,0.4453839914320201,False,0.3713270038861782,0.4845184666327906,False,15.117342673521543,0.4537262995979348,dhs,0.6187828443752375,dhs,0.446721073842221,dhs,0.4660319346125232,education=dhs;wealth=dhs,19,5.33,False
TANDO MUHAMMAD KHAN DISTRICT,1423,677098,349122,327888,106.48,475.82,20.98,5.13,2.31,103215.0,31.96316446779916,4.424248069109903,64.28462349006612,14.876380129193835,Sindh,25.0,-1.1558628,67.99999999999999,26.0,4.269230769230769,38.46153846153845,20.0,4.55,15.384615384615383,True,True,True,False,False,0.3657155697653447,False,0.415586301077384,0.4984107995903226,False,15.243731335788912,0.4399859752945034,dhs,0.4154444693279431,dhs,0.1457705070349464,dhs,0.6500581148332746,education=dhs;wealth=dhs,16,14.16,False
THATTA DISTRICT,8570,982138,510143,471958,108.09,114.6,17.97,5.35,2.63,148104.0,27.88305448013956,4.539795424892441,41.62956564112787,16.452366713181384,Sindh,83.0,-1.0441977923987116,61.59248871848805,92.0,1.2206969579493725,79.26809769881862,48.0,3.19994680688144,3.8415418770175727,False,False,False,False,False,0.2445402220462651,False,0.4558888870000114,0.6552396204177597,False,15.079754576240813,0.6119655621568447,dhs,0.1187876288066964,dhs,0.1820505180231432,dhs,0.7732844631514619,education=dhs;wealth=dhs,21,2.14,False
KARACHI CENTRAL DISTRICT,69,2971382,1542028,1428860,107.92,43063.51,100.0,5.48,1.41,310378.0,81.52403182480568,2.485697110984648,89.65708958576691,97.63474555964896,Sindh,260.0,1.0772213615948851,0.0,241.0,10.276297037091444,8.564035246656847,95.0,7.470029100870934,0.5421273173644562,False,False,False,False,False,0.9574837465296444,False,0.1213690260798688,0.0,False,10.445577175873044,0.0680114479547526,dhs,1.0,dhs,0.8713005514111385,dhs,0.0653184391827099,education=dhs;wealth=dhs,395,0.16,False
KARACHI EAST DISTRICT,139,2875315,1506788,1368002,110.15,20685.72,100.0,5.64,3.44,323085.0,75.99509154440985,2.395205761865604,88.48676088907088,93.43293528683236,Sindh,99.0,1.4733410019564148,0.0,86.0,10.120605860136337,10.297449822503662,39.0,7.260233359450179,0.0,False,False,False,False,False,0.9281132429352076,False,0.1212136380136114,0.0811487512216072,False,11.236507999993044,0.0947367541270787,dhs,0.9848494865034406,dhs,1.0,dhs,0.037862076838796,education=dhs;wealth=dhs,208,0.27,False
KARACHI SOUTH DISTRICT,122,1769230,930691,838349,111.01,14501.89,100.0,5.43,0.98,174872.0,77.7861668928183,2.579149711517348,84.38319140130184,96.96737862616484,Sindh,159.0,0.7999129413515779,0.0,161.0,7.170585927749153,18.661584227846944,74.0,8.003924280846135,0.0,False,False,False,False,False,0.9236947846776608,False,0.1324213575092267,0.1204548161811184,False,9.88407386264081,0.0,dhs,0.6977791612939482,dhs,0.7812029214582561,dhs,0.2065406638004931,education=dhs;wealth=dhs,376,0.89,False
KARACHI WEST DISTRICT,929,3907065,2056119,1850580,111.11,4205.67,92.76,6.13,3.34,503331.0,65.60300668708918,2.977032762365219,66.86897153144142,89.50018515223361,Sindh,292.0,0.6787468423596944,0.0,277.0,5.939136464970005,32.04098408692489,136.0,6.747297453066822,1.605976963510927,False,False,False,False,False,0.783152089520666,False,0.2657611925396812,0.2574364203744823,False,12.882585777303424,0.1600782574962156,dhs,0.5779451920797135,dhs,0.7418360016213945,dhs,0.3084021432625008,education=dhs;wealth=dhs,126,7.2,False
KORANGI DISTRICT,108,2577556,1347161,1229899,109.53,23866.26,100.0,5.8,2.68,288465.0,80.19145478416806,2.726042076692634,82.14837006658568,94.84623183507942,Sindh,127.0,0.71817447687833,0.0,128.0,8.053218183367704,16.1447429399039,61.0,7.583584528130961,0.6487629890332408,False,False,False,False,False,0.8994575876932426,False,0.1921938253656018,0.0653202868980177,False,11.191415433845084,0.0535459323989955,dhs,0.7836692686383314,dhs,0.7546460577374718,dhs,0.1982594949215342,education=dhs;wealth=dhs,120,0.56,False
MALIR DISTRICT,2160,1924346,1028865,895329,114.91,890.9,55.43,5.87,3.77,251179.0,63.69304745499642,3.2152654334938355,81.755210861029,83.79102351584216,Sindh,176.0,0.3362108841086817,0.551543680062151,167.0,4.255581289632566,46.57120989543183,96.0,6.123122353748381,2.2903932710349872,False,False,False,False,False,0.8375571419490461,False,0.2814089430850537,0.4291035743446828,False,13.052694265999982,0.2395902176602322,dhs,0.4141162204899681,dhs,0.6305459153521856,dhs,0.3905954612958043,education=dhs;wealth=dhs,88,11.96,False
MIRPUR KHAS DISTRICT,2925,1504440,776146,728071,106.6,514.34,28.85,5.25,2.13,226755.0,42.405606089985696,4.048986508547122,53.33412964127498,24.091594149947127,Sindh,54.0,-1.4374987734039912,83.38944295343809,52.0,0.7896228002819002,86.53677855031607,26.0,2.3884492423716948,19.26442899367827,False,False,True,False,False,0.3527563578741844,False,0.3635705298757535,0.4898125908029413,False,15.072385738214884,0.7153400192490152,dhs,0.0768392347391109,dhs,0.0542668531217002,dhs,0.7908105198113271,education=dhs;wealth=dhs,59,9.29,False
THARPARKAR DISTRICT,19637,1647036,881018,765862,115.04,83.87,8.05,5.45,3.14,324617.0,29.77956777919231,2.8664014368650443,12.55988238549421,5.88772615289219,Sindh,51.0,-1.6045248685257405,92.3586945533596,65.0,0.4417229860869409,93.81842282003306,42.0,2.760210852719638,16.935721613653246,False,False,False,False,False,0.0211406861581363,False,0.182810352112687,0.6894403234119588,False,19.70916239839324,0.6679823236524216,dhs,0.0429846455870804,dhs,0.0,dhs,0.8581487896297976,education=dhs;wealth=dhs,4,37.37,False
UMER KOT DISTRICT,5608,1073469,556470,516841,107.67,191.42,22.69,5.03,2.55,183438.0,35.07296677023362,3.763730228281671,33.23553785923167,10.85005858202913,Sindh,45.0,-0.493203121159171,28.23427600717478,51.0,3.279803748124688,64.1295489904581,27.0,4.179580716421846,8.351353426877033,False,False,True,False,False,0.1662642734464478,False,0.2946148479668889,0.5988450599528377,False,17.08833697107229,0.487172675552188,dhs,0.3191620226903239,dhs,0.3610689335180412,dhs,0.640911984508718,education=dhs;wealth=dhs,20,4.34,False
SANGHAR DISTRICT,10728,2049873,1059051,990578,106.91,191.08,27.89,5.47,2.34,306387.0,41.40329128215894,4.179056395571681,71.77842204247477,21.101854296784484,Sindh,84.0,-0.9779040164448888,62.24111592769815,80.0,2.102069705014305,72.1014696004761,47.0,3.691961711057304,3.187871768997725,False,False,False,False,False,0.4422009389223829,False,0.4063250521529872,0.599040794622377,False,14.94663327923242,0.5492891280862587,dhs,0.204555171714778,dhs,0.2035893955257673,dhs,0.689837441280569,education=dhs;wealth=dhs,63,1.92,False
NAUSHAHRO FEROZE DISTRICT,2946,1612047,831392,780446,106.53,547.2,23.52,5.79,2.09,241029.0,53.83025959049146,4.126312379858881,95.07795503988396,29.70195794053662,Sindh,81.0,-0.8022535897918431,47.41688987162628,88.0,3.0921511706365026,59.60979191440544,55.0,3.62081129115928,8.073261435397871,False,False,False,False,False,0.6219718696094418,False,0.4276656729092415,0.482971315725363,False,14.95173527818978,0.5583527856380615,dhs,0.3009013032102555,dhs,0.2606582978251159,dhs,0.6062425315433737,education=dhs;wealth=dhs,4,4.01,False
SHAHEED BENAZIRABAD DISTRICT,4502,1613506,833235,780089,106.81,358.4,30.36,5.38,2.02,243816.0,46.86361018794149,4.134516958001457,87.48125302575318,27.538670395184525,Sindh,82.0,-0.7188587621481236,52.33580780800272,93.0,1.692929045578518,79.07480143868185,54.0,3.14698770745118,3.6339168684298393,False,False,False,False,False,0.5668155926440008,False,0.3902985439175532,0.5296993631773106,False,15.110944737732614,0.6187118771072795,dhs,0.1647411552496031,dhs,0.2877533146819276,dhs,0.6511962643168935,education=dhs;wealth=dhs,2,23.95,False
AWARAN DISTRICT,29510,121821,63063,58749,107.34,4.13,28.1,6.61,0.16,19857.0,25.4673304293715,2.6568708259473754,14.354357671490114,8.317684745388268,Balochistan,48.0,-0.5424305336186196,4.2844908649763225,52.0,0.3954214940554665,91.63285241259108,18.0,1.0181839422562375,26.2482370279757,False,False,True,False,False,0.0445235567343702,False,0.2570747254730758,1.0,False,16.30014529514616,0.88989437118629,dhs,0.0384789864119561,dhs,0.3450749251593413,dhs,0.7626663746821003,education=dhs;wealth=dhs,0,158.15,True
KALAT DISTRICT,8416,412058,211806,200251,105.77,48.96,17.57,7.38,2.93,84152.0,41.586199633848,2.614080928167779,32.68857027611749,13.736203292875215,Balochistan,72.0,-1.3021075593897382,76.46086511055638,91.0,0.1339816580692414,97.80598863244538,66.0,0.4918731101814882,47.13472028799356,False,False,False,False,False,0.1787060131188845,False,0.3226290480093503,0.748087532045886,False,20.422367724931927,0.9569396697884184,dhs,0.0130379316193027,dhs,0.0982555192012405,dhs,0.8286132227504974,education=dhs;wealth=dhs,0,131.15,True
KHARAN DISTRICT,14958,162766,84631,78135,108.31,10.88,31.57,6.56,2.76,30095.0,40.93276263538778,3.577116683864113,39.74521771187482,7.311678204235449,Balochistan,48.0,-0.8681601037751078,54.29216608600933,46.0,0.7574385744602948,92.07613436997302,22.0,1.0142035890840813,33.68513477917287,False,False,True,False,False,0.1844341984834192,False,0.4077201079855179,0.907059409739826,False,18.48973372817419,0.89040141749943,dhs,0.0737073453332832,dhs,0.2392452419101939,dhs,0.7767000330614364,education=dhs;wealth=dhs,0,108.77,True
KHUZDAR DISTRICT,35380,798896,419351,379468,110.51,22.58,34.52,6.59,3.47,157774.0,35.90246385664834,2.8076215483973206,31.803234455893016,21.53999224270224,Balochistan,156.0,-1.3430216498072411,78.27024025813141,204.0,0.9473574478763556,86.28564612794696,126.0,1.001609674755067,39.37304293568073,False,False,False,False,False,0.21574477719964,False,0.2806366218860527,0.8311860159147357,False,19.749003625002505,0.8920057218293065,dhs,0.092188601055122,dhs,0.0849625128977872,dhs,0.791191773604351,education=dhs;wealth=dhs,0,97.49,True
LASBELA DISTRICT,15153,576271,301204,275056,109.51,38.03,48.92,6.21,3.26,89608.0,34.487727592797505,4.159993200440455,21.87311310915698,22.21234177562604,Balochistan,103.0,-0.9480204589744552,57.05716512636908,136.0,1.41380425640041,84.95685530128004,74.0,2.2826329942284,14.787290160477248,False,False,False,False,False,0.1625319694067047,False,0.4730497742839367,0.7754126645152918,False,15.549628560173948,0.728819661926627,dhs,0.1375791543682905,dhs,0.2132985767337685,dhs,0.7763087952122173,education=dhs;wealth=dhs,4,45.82,False
MASTUNG DISTRICT,3308,265676,137504,128169,107.28,80.31,13.17,6.84,3.05,46832.0,39.65643972936526,2.270944826719335,45.37020097744558,14.575438413088362,Balochistan,79.0,-0.3939830946931824,33.75070618035996,94.0,0.9150245711202464,87.25641874206936,61.0,1.6682061270314232,30.17334434398761,False,False,False,False,False,0.2558245879172358,False,0.2136553809887688,0.6941829918470706,False,17.627486110902,0.8070898214405411,dhs,0.0890422462310636,dhs,0.3933055645608506,dhs,0.6817269340157406,education=dhs;wealth=dhs,0,41.02,True
WASHUK DISTRICT,33093,175712,91841,83870,109.5,5.31,12.43,5.6,2.49,36904.0,23.85557216660674,3.4149427928796348,21.04939271255061,9.097975708502023,Balochistan,55.0,-0.5782395955145436,3.2266375777268355,60.0,0.3138281794449812,94.86888632006816,27.0,0.8143733475896672,31.38462846188569,False,False,True,False,False,0.0870564830343858,False,0.2896019621679213,0.9770866602995746,False,21.00254962666181,0.9158572458697372,dhs,0.0305390334974012,dhs,0.3334405449092643,dhs,0.7653081725214412,education=dhs;wealth=dhs,0,128.25,True
GWADAR DISTRICT,12637,262253,141116,121120,116.51,20.75,61.31,6.36,1.84,34698.0,51.97108062960758,3.673586518344644,60.613869469816805,12.035005357962952,Balochistan,76.0,-0.6604270508190728,38.99367598104951,93.0,2.0841905775726284,78.6242886964636,45.0,1.144488573160913,26.735030644022057,False,False,False,False,False,0.32937291960126,False,0.4051041654975599,0.8401270251630648,False,13.230735206079624,0.8738047694191106,dhs,0.2028153302741167,dhs,0.3067378038662784,dhs,0.6818843341485576,education=dhs;wealth=dhs,2,39.29,False
KECH DISTRICT,22539,907182,492878,414202,118.99,40.25,33.29,6.58,4.22,115787.0,62.660903111424105,3.1025216213843523,45.39080057204565,29.969646557511016,Balochistan,107.0,-0.253165111696101,0.0,124.0,3.469142918140323,68.6045131021274,50.0,1.961799690372636,17.104810782954434,False,False,False,False,False,0.3390041848483952,False,0.3294813995678299,0.7692899865153201,False,12.763370525429297,0.7696897397354416,dhs,0.3375868667107167,dhs,0.4390573903137454,dhs,0.581748752522621,education=dhs;wealth=dhs,0,91.55,True
PANJGUR DISTRICT,16891,315353,166379,148952,111.7,18.67,25.5,7.38,1.58,62335.0,59.22071598402478,2.3624056764999737,22.40653099858022,10.86606720302887,Balochistan,,,,,,,,,,,,,False,False,0.1043648123202344,False,0.2801370272427931,0.8512521213681111,False,19.76673759247573,0.6029219684883771,imputed_median,0.6356995420392189,census,0.1043648123202344,census_wash_proxy,0.6173433082125751,education=census;wealth=census_wash_proxy,0,179.54,True
JAFFARABAD DISTRICT,1643,513972,262872,251047,104.71,312.83,30.68,6.46,3.03,93998.0,30.65967039752752,4.552452575075712,40.45251439935945,15.683033292868766,Balochistan,48.0,-0.1136439765790045,19.77323356337613,50.0,4.138875632768158,52.494170105411854,24.0,4.376706381931813,0.0,False,False,True,False,False,0.2336516651313703,False,0.5629408123964791,0.5447053733125272,False,18.28854490127867,0.462061375725507,dhs,0.4027594393028178,dhs,0.484387869609531,dhs,0.6014286241943523,education=dhs;wealth=dhs,4,5.81,False
JHAL MAGSI DISTRICT,3615,148900,76726,72173,106.31,41.19,5.25,5.95,1.61,28548.0,23.4576945786953,4.06042125548903,21.020030568739443,4.9674201592792215,Balochistan,24.0,-1.44562625,87.50000000000001,22.0,1.3636363636363642,86.36363636363636,13.0,0.1538461538461538,50.00000000000002,True,True,True,False,False,0.0646014006897065,False,0.431663705785161,0.7667962130324122,False,19.17259905977166,1.0,dhs,0.132697250645289,dhs,0.051626232335085,dhs,0.8398973683034562,education=dhs;wealth=dhs,0,44.65,True
KACHHI DISTRICT,5682,309932,164291,145633,112.81,54.55,16.45,7.47,1.02,52850.0,32.97850041921188,3.323147303962665,22.826193270735523,12.5929186228482,Balochistan,27.0,-1.0055118518518518,44.44444444444444,20.0,1.3500000000000003,85.00000000000001,17.0,2.117647058823529,30.000000000000004,True,True,True,False,False,0.1160844599200977,False,0.4508520963171873,0.7363490997328128,False,17.052127563465536,0.7498367693662853,dhs,0.1313702781388361,dhs,0.1946195974355607,dhs,0.7900454458842978,education=dhs;wealth=dhs,1,60.76,False
NASIRABAD DISTRICT,3387,487847,251564,236282,106.47,144.04,19.74,7.31,3.66,95524.0,23.303749002205297,4.575786103322961,44.80731548007838,6.503685732947654,Balochistan,48.0,-1.0029413767415143,72.26847018191161,50.0,1.287800158717421,80.21917270773706,37.0,2.065395079356685,29.32928514743779,False,False,False,False,False,0.2090502872253855,False,0.6472206331225735,0.6301300630415296,False,19.580729204033236,0.7564930062369892,dhs,0.1253175296577369,dhs,0.1954547459503122,dhs,0.8027754783580074,education=dhs;wealth=dhs,0,38.3,True
SOHBATPUR DISTRICT,802,200426,102967,97449,105.66,249.91,6.42,6.54,1.84,40050.0,33.15026596837977,4.996996940725771,48.72484558677027,10.898585375572823,Balochistan,20.0,-1.261134,74.99999999999999,20.0,0.5000000000000001,95.0,15.0,1.1333333333333335,35.00000000000001,True,True,True,False,False,0.2551877662989695,False,0.6455576559546314,0.5694700097196754,False,19.98243740832028,0.8752258049358415,dhs,0.0486556585699392,dhs,0.1115678470004112,dhs,0.8452962605337987,education=dhs;wealth=dhs,1,19.25,False
CHAGAI DISTRICT,44748,226517,118973,107537,110.63,5.06,7.18,6.87,4.15,177050.5,36.9112762387426,3.017791275871346,20.94189301424221,27.720685297981937,Balochistan,,,,,,,,,,,,,False,True,0.1869226804779843,False,0.3425860149739556,0.9815608512987988,True,78.1621246970426,0.6029219684883771,imputed_median,0.2857833233812666,census,0.1869226804779843,census_wash_proxy,0.7079023988236578,education=census;wealth=census_wash_proxy,4,111.89,False
