district_key,province,population_2017,population_under5,deprivation_index,mortality_estimate_per1000,mortality_lower95,mortality_upper95,estimate_type,estimate_source
KOHLU DISTRICT,Balochistan,213933,38818.0,0.8105836716662821,106.59173128415823,69.28462533470285,143.89883723361362,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
SIBI DISTRICT,Balochistan,179751,27830.0,0.5541091925440412,92.3151370168441,60.00483906094867,124.62543497273954,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
ZIARAT DISTRICT,Balochistan,160095,27234.0,0.6687220049233726,84.02317763939887,54.61506546560926,113.43128981318847,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
BARKHAN DISTRICT,Balochistan,171025,33216.0,0.7810736967699037,97.30634979305111,63.249127365483226,131.363572220619,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
KILLA SAIFULLAH DISTRICT,Balochistan,342932,69522.0,0.704015386670995,88.80598745578459,57.72389184625999,119.88808306530919,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
LORALAI DISTRICT,Balochistan,397423,71625.0,0.7392593622384075,95.451735119113,62.04362782742345,128.85984241080254,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
MUSAKHEL DISTRICT,Balochistan,167243,36060.0,0.8348622697706779,96.8672231174323,62.963695026331,130.7707512085336,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
SHERANI DISTRICT,Balochistan,152952,36394.0,0.8415193519600133,111.11356734524665,72.22381877441032,150.00331591608298,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
ZHOB DISTRICT,Balochistan,310354,60914.0,0.7292578289729489,95.74119711273659,62.23177812327878,129.25061610219439,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
ISLAMABAD DISTRICT,Federal Capital Territory,2003368,235270.0,0.2237894364638153,44.28601528711381,28.78590993662398,59.786120637603645,proxy,Deprivation-index-calibrated proxy (NOT PDHS-derived). See docs/LIMITATIONS.md.
