district_key,segment_idx,weighted_events,ppc_mean,ppc_lower95,ppc_upper95,observed_within_ppc_interval
TOBA TEK SINGH DISTRICT,5,0.0,0.2255,0.0,2.0,True
TOBA TEK SINGH DISTRICT,6,0.0,0.17983333333333335,0.0,1.0,True
TOBA TEK SINGH DISTRICT,7,0.0,0.025,0.0,0.0,True
SAHIWAL DISTRICT,0,18.487185,14.713666666666667,6.0,25.0,True
SAHIWAL DISTRICT,1,0.0,2.0018333333333334,0.0,5.0,True
SAHIWAL DISTRICT,2,0.0,1.1228333333333333,0.0,4.0,True
SAHIWAL DISTRICT,3,4.0517,2.134333333333333,0.0,6.0,True
SAHIWAL DISTRICT,4,0.0,0.7426666666666667,0.0,3.0,True
SAHIWAL DISTRICT,5,0.0,0.31366666666666665,0.0,2.0,True
SAHIWAL DISTRICT,6,0.0,0.2725,0.0,2.0,True
SAHIWAL DISTRICT,7,1.84575,0.052,0.0,1.0,False
OKARA DISTRICT,0,2.389269,2.4795,0.0,7.0,True
OKARA DISTRICT,1,0.0,0.353,0.0,2.0,True
OKARA DISTRICT,2,0.0,0.19833333333333333,0.0,1.0,True
OKARA DISTRICT,3,0.0,0.3616666666666667,0.0,2.0,True
OKARA DISTRICT,4,0.0,0.12983333333333333,0.0,1.0,True
OKARA DISTRICT,5,0.0,0.05466666666666667,0.0,1.0,True
OKARA DISTRICT,6,0.0,0.045,0.0,1.0,True
OKARA DISTRICT,7,0.0,0.012833333333333334,0.0,0.0,True
PAKPATTAN DISTRICT,0,3.4508639999999997,2.0805,0.0,6.0,True
PAKPATTAN DISTRICT,1,0.0,0.28733333333333333,0.0,2.0,True
PAKPATTAN DISTRICT,2,0.935952,0.15166666666666667,0.0,1.0,True
PAKPATTAN DISTRICT,3,0.0,0.2811666666666667,0.0,2.0,True
PAKPATTAN DISTRICT,4,0.0,0.11483333333333333,0.0,1.0,True
PAKPATTAN DISTRICT,5,0.0,0.04033333333333333,0.0,1.0,True
PAKPATTAN DISTRICT,6,0.0,0.0385,0.0,1.0,True
PAKPATTAN DISTRICT,7,0.0,0.006666666666666667,0.0,0.0,True
BAHAWALNAGAR DISTRICT,0,5.013008,3.004,0.0,8.0,True
BAHAWALNAGAR DISTRICT,1,0.532105,0.4086666666666667,0.0,2.0,True
BAHAWALNAGAR DISTRICT,2,0.0,0.22316666666666668,0.0,1.0249999999996362,True
BAHAWALNAGAR DISTRICT,3,0.0,0.39416666666666667,0.0,2.0,True
BAHAWALNAGAR DISTRICT,4,0.0,0.1595,0.0,1.0,True
BAHAWALNAGAR DISTRICT,5,0.0,0.07016666666666667,0.0,1.0,True
BAHAWALNAGAR DISTRICT,6,0.0,0.06566666666666666,0.0,1.0,True
BAHAWALNAGAR DISTRICT,7,0.0,0.016833333333333332,0.0,0.0,True
BAHAWALPUR DISTRICT,0,12.368988,15.810833333333333,7.0,27.0,True
BAHAWALPUR DISTRICT,1,4.070372,2.250166666666667,0.0,6.0,True
BAHAWALPUR DISTRICT,2,4.137838,1.1176666666666666,0.0,4.0,False
BAHAWALPUR DISTRICT,3,2.261986,2.0245,0.0,5.0,True
BAHAWALPUR DISTRICT,4,1.848525,0.7653333333333333,0.0,3.0,True
BAHAWALPUR DISTRICT,5,1.409888,0.307,0.0,2.0,True
BAHAWALPUR DISTRICT,6,0.0,0.25033333333333335,0.0,2.0,True
BAHAWALPUR DISTRICT,7,0.0,0.03766666666666667,0.0,1.0,True
RAHIM YAR KHAN DISTRICT,0,30.747709,23.004833333333334,12.0,36.0,True
RAHIM YAR KHAN DISTRICT,1,0.0,3.1531666666666665,0.0,7.0,True
RAHIM YAR KHAN DISTRICT,2,2.520623,1.7138333333333333,0.0,5.0,True
RAHIM YAR KHAN DISTRICT,3,2.520623,3.2388333333333335,0.0,7.0,True
RAHIM YAR KHAN DISTRICT,4,1.693089,1.2023333333333333,0.0,4.0,True
RAHIM YAR KHAN DISTRICT,5,0.0,0.5048333333333334,0.0,2.0,True
RAHIM YAR KHAN DISTRICT,6,0.0,0.4756666666666667,0.0,2.0,True
RAHIM YAR KHAN DISTRICT,7,0.0,0.10283333333333333,0.0,1.0,True
DERA GHAZI KHAN DISTRICT,0,8.385999,7.326666666666667,2.0,15.0,True
DERA GHAZI KHAN DISTRICT,1,3.632112,1.038,0.0,4.0,True
DERA GHAZI KHAN DISTRICT,2,0.0,0.556,0.0,2.0,True
DERA GHAZI KHAN DISTRICT,3,0.0,1.0218333333333334,0.0,4.0,True
DERA GHAZI KHAN DISTRICT,4,0.0,0.37816666666666665,0.0,2.0,True
DERA GHAZI KHAN DISTRICT,5,0.0,0.17133333333333334,0.0,1.0,True
DERA GHAZI KHAN DISTRICT,6,0.0,0.119,0.0,1.0,True
DERA GHAZI KHAN DISTRICT,7,0.0,0.016166666666666666,0.0,0.0,True
RAJANPUR DISTRICT,0,3.6387860000000005,1.8675,0.0,6.0,True
RAJANPUR DISTRICT,1,0.0,0.249,0.0,2.0,True
RAJANPUR DISTRICT,2,0.0,0.118,0.0,1.0,True
RAJANPUR DISTRICT,3,0.0,0.21933333333333332,0.0,2.0,True
RAJANPUR DISTRICT,4,0.0,0.0785,0.0,1.0,True
RAJANPUR DISTRICT,5,0.0,0.034166666666666665,0.0,1.0,True
RAJANPUR DISTRICT,6,0.0,0.029666666666666668,0.0,1.0,True
RAJANPUR DISTRICT,7,0.0,0.005166666666666667,0.0,0.0,True
LAYYAH DISTRICT,0,9.979438,5.427833333333333,1.0,12.0,True
LAYYAH DISTRICT,1,0.0,0.6983333333333334,0.0,3.0,True
LAYYAH DISTRICT,2,0.0,0.3585,0.0,2.0,True
LAYYAH DISTRICT,3,0.0,0.6878333333333333,0.0,3.0,True
LAYYAH DISTRICT,4,0.0,0.2365,0.0,2.0,True
LAYYAH DISTRICT,5,0.0,0.08716666666666667,0.0,1.0,True
LAYYAH DISTRICT,6,0.0,0.0845,0.0,1.0,True
LAYYAH DISTRICT,7,0.0,0.018333333333333333,0.0,0.0,True
MUZAFFARGARH DISTRICT,0,3.320931,8.808666666666667,3.0,17.0,True
MUZAFFARGARH DISTRICT,1,3.940023,1.2921666666666667,0.0,4.0,True
MUZAFFARGARH DISTRICT,2,0.0,0.6395,0.0,3.0,True
MUZAFFARGARH DISTRICT,3,1.710677,1.2335,0.0,4.0,True
MUZAFFARGARH DISTRICT,4,3.940023,0.45966666666666667,0.0,2.0,False
MUZAFFARGARH DISTRICT,5,3.940023,0.17633333333333334,0.0,1.0,False
MUZAFFARGARH DISTRICT,6,0.0,0.1435,0.0,1.0,True
MUZAFFARGARH DISTRICT,7,0.0,0.033,0.0,1.0,True
MULTAN DISTRICT,0,9.200539,7.434166666666667,2.0,15.0,True
MULTAN DISTRICT,1,0.0,1.0705,0.0,4.0,True
MULTAN DISTRICT,2,0.0,0.5951666666666666,0.0,3.0,True
MULTAN DISTRICT,3,0.0,1.0948333333333333,0.0,4.0,True
MULTAN DISTRICT,4,2.598642,0.39066666666666666,0.0,2.0,False
MULTAN DISTRICT,5,0.0,0.157,0.0,1.0,True
MULTAN DISTRICT,6,0.0,0.133,0.0,1.0,True
MULTAN DISTRICT,7,0.0,0.022833333333333334,0.0,0.0,True
KHANEWAL DISTRICT,0,14.146758,12.219,5.0,22.0,True
KHANEWAL DISTRICT,1,5.4196480000000005,1.6661666666666666,0.0,5.0,False
KHANEWAL DISTRICT,2,0.0,0.8696666666666667,0.0,3.0,True
KHANEWAL DISTRICT,3,0.0,1.6623333333333334,0.0,5.0,True
KHANEWAL DISTRICT,4,0.0,0.63,0.0,3.0,True
KHANEWAL DISTRICT,5,0.0,0.24283333333333335,0.0,2.0,True
KHANEWAL DISTRICT,6,0.0,0.1935,0.0,1.0,True
KHANEWAL DISTRICT,7,0.0,0.0305,0.0,1.0,True
LODHRAN DISTRICT,0,1.713136,1.285,0.0,4.024999999999636,True
LODHRAN DISTRICT,1,0.0,0.1725,0.0,1.0,True
LODHRAN DISTRICT,2,0.0,0.09183333333333334,0.0,1.0,True
LODHRAN DISTRICT,3,0.0,0.16183333333333333,0.0,1.0,True
LODHRAN DISTRICT,4,0.0,0.057,0.0,1.0,True
LODHRAN DISTRICT,5,0.0,0.026166666666666668,0.0,1.0,True
LODHRAN DISTRICT,6,0.0,0.023166666666666665,0.0,0.0,True
LODHRAN DISTRICT,7,0.0,0.0033333333333333335,0.0,0.0,True
VEHARI DISTRICT,0,8.347766,7.612833333333334,2.0,15.0,True
VEHARI DISTRICT,1,2.241569,1.0818333333333334,0.0,4.0,True
VEHARI DISTRICT,2,0.0,0.5618333333333333,0.0,2.0,True
VEHARI DISTRICT,3,0.0,1.004,0.0,3.0,True
VEHARI DISTRICT,4,0.0,0.3975,0.0,2.0,True
VEHARI DISTRICT,5,0.0,0.17466666666666666,0.0,1.0,True
VEHARI DISTRICT,6,2.397994,0.17383333333333334,0.0,1.0,False
VEHARI DISTRICT,7,0.0,0.035333333333333335,0.0,1.0,True
JACOBABAD DISTRICT,0,5.157393,2.7176666666666667,0.0,8.0,True
JACOBABAD DISTRICT,1,0.0,0.37466666666666665,0.0,2.0,True
JACOBABAD DISTRICT,2,0.0,0.18766666666666668,0.0,1.0,True
JACOBABAD DISTRICT,3,0.0,0.3441666666666667,0.0,2.0,True
JACOBABAD DISTRICT,4,0.0,0.1485,0.0,1.0,True
JACOBABAD DISTRICT,5,0.0,0.058833333333333335,0.0,1.0,True
JACOBABAD DISTRICT,6,0.0,0.043166666666666666,0.0,1.0,True
JACOBABAD DISTRICT,7,0.0,0.0065,0.0,0.0,True
KASHMORE DISTRICT,0,6.3251100000000005,4.363833333333333,0.0,10.0,True
KASHMORE DISTRICT,1,0.0,0.5996666666666667,0.0,3.0,True
KASHMORE DISTRICT,2,0.0,0.30616666666666664,0.0,2.0,True
KASHMORE DISTRICT,3,0.0,0.6136666666666667,0.0,3.0,True
KASHMORE DISTRICT,4,1.713459,0.2255,0.0,1.0,False
KASHMORE DISTRICT,5,0.0,0.07966666666666666,0.0,1.0,True
KASHMORE DISTRICT,6,0.0,0.066,0.0,1.0,True
KASHMORE DISTRICT,7,0.0,0.015,0.0,0.0,True
KAMBAR SHAHDAD KOT DISTRICT,0,4.0256240000000005,3.972,0.0,10.0,True
KAMBAR SHAHDAD KOT DISTRICT,1,2.053364,0.5448333333333333,0.0,2.0,False
KAMBAR SHAHDAD KOT DISTRICT,2,0.0,0.306,0.0,2.0,True
KAMBAR SHAHDAD KOT DISTRICT,3,1.10256,0.5773333333333334,0.0,2.0,True
KAMBAR SHAHDAD KOT DISTRICT,4,0.0,0.21416666666666667,0.0,1.0,True
KAMBAR SHAHDAD KOT DISTRICT,5,0.0,0.097,0.0,1.0,True
KAMBAR SHAHDAD KOT DISTRICT,6,0.0,0.0805,0.0,1.0,True
KAMBAR SHAHDAD KOT DISTRICT,7,0.0,0.018666666666666668,0.0,0.0,True
LARKANA DISTRICT,0,1.50567,1.0526666666666666,0.0,4.0,True
LARKANA DISTRICT,1,0.0,0.1525,0.0,1.0,True
LARKANA DISTRICT,2,0.845421,0.08133333333333333,0.0,1.0,True
LARKANA DISTRICT,3,0.504653,0.14416666666666667,0.0,1.0,True
LARKANA DISTRICT,4,0.0,0.052833333333333336,0.0,1.0,True
LARKANA DISTRICT,5,0.0,0.025166666666666667,0.0,0.0,True
LARKANA DISTRICT,6,0.0,0.019166666666666665,0.0,0.0,True
LARKANA DISTRICT,7,0.0,0.004,0.0,0.0,True
SHIKARPUR DISTRICT,0,1.719374,0.692,0.0,3.0,True
SHIKARPUR DISTRICT,1,0.0,0.10816666666666666,0.0,1.0,True
SHIKARPUR DISTRICT,2,0.0,0.04516666666666667,0.0,1.0,True
SHIKARPUR DISTRICT,3,0.0,0.08433333333333333,0.0,1.0,True
SHIKARPUR DISTRICT,4,0.0,0.035166666666666666,0.0,1.0,True
SHIKARPUR DISTRICT,5,0.0,0.014166666666666666,0.0,0.0,True
SHIKARPUR DISTRICT,6,0.0,0.013166666666666667,0.0,0.0,True
SHIKARPUR DISTRICT,7,0.0,0.004666666666666667,0.0,0.0,True
GHOTKI DISTRICT,0,10.329346,8.243166666666667,2.0,16.0,True
GHOTKI DISTRICT,1,2.167662,1.1251666666666666,0.0,4.0,True
GHOTKI DISTRICT,2,1.083831,0.5668333333333333,0.0,2.0,True
GHOTKI DISTRICT,3,1.083831,1.0731666666666666,0.0,4.0,True
GHOTKI DISTRICT,4,0.0,0.4106666666666667,0.0,2.0,True
GHOTKI DISTRICT,5,0.0,0.16983333333333334,0.0,1.0,True
GHOTKI DISTRICT,6,0.0,0.15783333333333333,0.0,1.0,True
GHOTKI DISTRICT,7,0.0,0.03183333333333333,0.0,1.0,True
KHAIRPUR DISTRICT,0,5.1640179999999996,7.349,2.0,15.0,True
KHAIRPUR DISTRICT,1,0.0,1.0348333333333333,0.0,4.0,True
KHAIRPUR DISTRICT,2,1.164272,0.575,0.0,3.0,True
KHAIRPUR DISTRICT,3,4.4757549999999995,1.0623333333333334,0.0,4.0,False
KHAIRPUR DISTRICT,4,1.052121,0.37233333333333335,0.0,2.0,True
KHAIRPUR DISTRICT,5,1.052121,0.15766666666666668,0.0,1.0,False
KHAIRPUR DISTRICT,6,0.0,0.14866666666666667,0.0,1.0,True
KHAIRPUR DISTRICT,7,0.0,0.03,0.0,1.0,True
SUKKUR DISTRICT,0,5.09267,4.332333333333334,0.0,10.0,True
SUKKUR DISTRICT,1,0.0,0.5515,0.0,2.0,True
SUKKUR DISTRICT,2,2.546335,0.2971666666666667,0.0,2.0,False
SUKKUR DISTRICT,3,0.0,0.5883333333333334,0.0,3.0,True
SUKKUR DISTRICT,4,0.0,0.2135,0.0,1.0,True
SUKKUR DISTRICT,5,0.920369,0.078,0.0,1.0,True
SUKKUR DISTRICT,6,0.0,0.06483333333333334,0.0,1.0,True
SUKKUR DISTRICT,7,0.0,0.013333333333333334,0.0,0.0,True
BADIN DISTRICT,0,9.160616999999998,11.537666666666667,4.0,21.0,True
BADIN DISTRICT,1,4.853327999999999,1.6288333333333334,0.0,5.0,True
BADIN DISTRICT,2,3.395971,0.8526666666666667,0.0,3.0,False
BADIN DISTRICT,3,3.053539,1.6038333333333334,0.0,5.0,True
BADIN DISTRICT,4,0.342432,0.6033333333333334,0.0,3.0,True
BADIN DISTRICT,5,0.0,0.248,0.0,2.0,True
BADIN DISTRICT,6,0.0,0.2125,0.0,1.0,True
BADIN DISTRICT,7,0.0,0.043833333333333335,0.0,1.0,True
DADU DISTRICT,0,0.0,1.416,0.0,5.0,True
DADU DISTRICT,1,0.0,0.20166666666666666,0.0,1.0,True
DADU DISTRICT,2,0.0,0.10883333333333334,0.0,1.0,True
DADU DISTRICT,3,0.0,0.18166666666666667,0.0,1.0,True
DADU DISTRICT,4,1.795725,0.06266666666666666,0.0,1.0,False
DADU DISTRICT,5,0.0,0.029,0.0,1.0,True
DADU DISTRICT,6,0.0,0.0305,0.0,1.0,True
DADU DISTRICT,7,0.0,0.007666666666666666,0.0,0.0,True
HYDERABAD DISTRICT,0,1.129533,1.0551666666666666,0.0,4.0,True
HYDERABAD DISTRICT,1,0.0,0.14416666666666667,0.0,1.0,True
HYDERABAD DISTRICT,2,0.0,0.07266666666666667,0.0,1.0,True
HYDERABAD DISTRICT,3,0.376511,0.1395,0.0,1.0,True
HYDERABAD DISTRICT,4,0.0,0.047,0.0,1.0,True
HYDERABAD DISTRICT,5,0.0,0.018333333333333333,0.0,0.0,True
HYDERABAD DISTRICT,6,0.0,0.015333333333333332,0.0,0.0,True
HYDERABAD DISTRICT,7,0.0,0.001,0.0,0.0,True
JAMSHORO DISTRICT,0,0.0,0.9185,0.0,4.0,True
JAMSHORO DISTRICT,1,0.0,0.12333333333333334,0.0,1.0,True
JAMSHORO DISTRICT,2,0.0,0.067,0.0,1.0,True
JAMSHORO DISTRICT,3,1.148886,0.138,0.0,1.0,False
JAMSHORO DISTRICT,4,0.0,0.04666666666666667,0.0,1.0,True
JAMSHORO DISTRICT,5,0.0,0.0235,0.0,0.0,True
JAMSHORO DISTRICT,6,0.0,0.0215,0.0,0.0,True
JAMSHORO DISTRICT,7,0.0,0.004,0.0,0.0,True
MATIARI DISTRICT,0,0.0,0.8605,0.0,4.0,True
MATIARI DISTRICT,1,0.0,0.12383333333333334,0.0,1.0,True
MATIARI DISTRICT,2,0.0,0.06416666666666666,0.0,1.0,True
MATIARI DISTRICT,3,1.511785,0.126,0.0,1.0,False
MATIARI DISTRICT,4,0.0,0.0565,0.0,1.0,True
MATIARI DISTRICT,5,0.0,0.026,0.0,1.0,True
MATIARI DISTRICT,6,0.0,0.024,0.0,0.0,True
MATIARI DISTRICT,7,0.0,0.0035,0.0,0.0,True
SUJAWAL DISTRICT,0,0.146925,0.5248333333333334,0.0,3.0,True
SUJAWAL DISTRICT,1,0.0,0.0775,0.0,1.0,True
SUJAWAL DISTRICT,2,0.0,0.04466666666666667,0.0,1.0,True
SUJAWAL DISTRICT,3,0.0,0.07683333333333334,0.0,1.0,True
SUJAWAL DISTRICT,4,0.0,0.027,0.0,1.0,True
SUJAWAL DISTRICT,5,0.0,0.013833333333333333,0.0,0.0,True
SUJAWAL DISTRICT,6,0.146925,0.0105,0.0,0.0,False
SUJAWAL DISTRICT,7,0.0,0.0025,0.0,0.0,True
TANDO ALLAHYAR DISTRICT,0,0.0,0.407,0.0,2.0,True
TANDO ALLAHYAR DISTRICT,1,0.0,0.05566666666666667,0.0,1.0,True
TANDO ALLAHYAR DISTRICT,2,0.578578,0.030333333333333334,0.0,1.0,True
TANDO ALLAHYAR DISTRICT,3,0.0,0.0615,0.0,1.0,True
TANDO ALLAHYAR DISTRICT,4,0.0,0.0265,0.0,1.0,True
TANDO ALLAHYAR DISTRICT,5,0.0,0.009333333333333334,0.0,0.0,True
TANDO ALLAHYAR DISTRICT,6,0.0,0.008,0.0,0.0,True
TANDO ALLAHYAR DISTRICT,7,0.0,0.002,0.0,0.0,True
TANDO MUHAMMAD KHAN DISTRICT,0,1.681074,0.8011666666666667,0.0,3.0,True
TANDO MUHAMMAD KHAN DISTRICT,1,0.0,0.094,0.0,1.0,True
TANDO MUHAMMAD KHAN DISTRICT,2,0.840537,0.0545,0.0,1.0,True
TANDO MUHAMMAD KHAN DISTRICT,3,0.0,0.11,0.0,1.0,True
TANDO MUHAMMAD KHAN DISTRICT,4,0.840537,0.04033333333333333,0.0,1.0,True
TANDO MUHAMMAD KHAN DISTRICT,5,0.0,0.017666666666666667,0.0,0.0,True
TANDO MUHAMMAD KHAN DISTRICT,6,0.0,0.016,0.0,0.0,True
TANDO MUHAMMAD KHAN DISTRICT,7,0.0,0.0035,0.0,0.0,True
THATTA DISTRICT,0,1.221433,1.0165,0.0,4.0,True
THATTA DISTRICT,1,0.0,0.14433333333333334,0.0,1.0,True
THATTA DISTRICT,2,0.430638,0.07283333333333333,0.0,1.0,True
THATTA DISTRICT,3,0.0,0.13133333333333333,0.0,1.0,True
THATTA DISTRICT,4,0.0,0.052,0.0,1.0,True
THATTA DISTRICT,5,0.0,0.021166666666666667,0.0,0.0,True
THATTA DISTRICT,6,0.0,0.0215,0.0,0.0,True
THATTA DISTRICT,7,0.0,0.003,0.0,0.0,True
KARACHI CENTRAL DISTRICT,0,1.4372690000000001,1.406,0.0,5.0,True
KARACHI CENTRAL DISTRICT,1,0.0,0.19316666666666665,0.0,1.0,True
KARACHI CENTRAL DISTRICT,2,0.0,0.10916666666666666,0.0,1.0,True
KARACHI CENTRAL DISTRICT,3,0.0,0.19433333333333333,0.0,1.0,True
KARACHI CENTRAL DISTRICT,4,0.0,0.07,0.0,1.0,True
KARACHI CENTRAL DISTRICT,5,0.0,0.029666666666666668,0.0,1.0,True
KARACHI CENTRAL DISTRICT,6,0.0,0.0245,0.0,0.0,True
KARACHI CENTRAL DISTRICT,7,0.0,0.007,0.0,0.0,True
KARACHI EAST DISTRICT,0,0.0,0.6318333333333334,0.0,3.0,True
KARACHI EAST DISTRICT,1,0.190651,0.09366666666666666,0.0,1.0,True
KARACHI EAST DISTRICT,2,0.0,0.04066666666666666,0.0,1.0,True
KARACHI EAST DISTRICT,3,0.0,0.0855,0.0,1.0,True
KARACHI EAST DISTRICT,4,0.0,0.0345,0.0,1.0,True
KARACHI EAST DISTRICT,5,0.0,0.012,0.0,0.0,True
KARACHI EAST DISTRICT,6,0.0,0.009666666666666667,0.0,0.0,True
KARACHI EAST DISTRICT,7,0.0,0.0018333333333333333,0.0,0.0,True
KARACHI SOUTH DISTRICT,0,7.129628,4.8255,1.0,11.0,True
KARACHI SOUTH DISTRICT,1,0.0,0.686,0.0,3.0,True
KARACHI SOUTH DISTRICT,2,0.0,0.35433333333333333,0.0,2.0,True
KARACHI SOUTH DISTRICT,3,1.870631,0.694,0.0,3.0,True
KARACHI SOUTH DISTRICT,4,0.0,0.25883333333333336,0.0,2.0,True
KARACHI SOUTH DISTRICT,5,0.0,0.10533333333333333,0.0,1.0,True
KARACHI SOUTH DISTRICT,6,0.0,0.10283333333333333,0.0,1.0,True
KARACHI SOUTH DISTRICT,7,0.0,0.021833333333333333,0.0,0.0,True
KARACHI WEST DISTRICT,0,6.470606,4.2508333333333335,1.0,10.0,True
KARACHI WEST DISTRICT,1,0.0,0.5976666666666667,0.0,3.0,True
KARACHI WEST DISTRICT,2,0.0,0.30083333333333334,0.0,2.0,True
KARACHI WEST DISTRICT,3,0.706928,0.6136666666666667,0.0,3.0,True
KARACHI WEST DISTRICT,4,0.494908,0.23016666666666666,0.0,1.0,True
KARACHI WEST DISTRICT,5,0.0,0.0945,0.0,1.0,True
KARACHI WEST DISTRICT,6,0.0,0.07833333333333334,0.0,1.0,True
KARACHI WEST DISTRICT,7,0.0,0.020166666666666666,0.0,0.0,True
KORANGI DISTRICT,0,0.914362,1.2635,0.0,5.0,True
KORANGI DISTRICT,1,0.914362,0.16483333333333333,0.0,1.0,True
KORANGI DISTRICT,2,0.0,0.092,0.0,1.0,True
KORANGI DISTRICT,3,0.0,0.16,0.0,1.0,True
KORANGI DISTRICT,4,0.0,0.058166666666666665,0.0,1.0,True
KORANGI DISTRICT,5,0.0,0.028166666666666666,0.0,1.0,True
KORANGI DISTRICT,6,0.0,0.022166666666666668,0.0,0.0,True
KORANGI DISTRICT,7,0.0,0.004666666666666667,0.0,0.0,True
MALIR DISTRICT,0,3.185576,2.3476666666666666,0.0,7.0,True
MALIR DISTRICT,1,0.0,0.315,0.0,2.0,True
MALIR DISTRICT,2,0.0,0.172,0.0,1.0,True
MALIR DISTRICT,3,0.0,0.32666666666666666,0.0,2.0,True
MALIR DISTRICT,4,0.0,0.1225,0.0,1.0,True
MALIR DISTRICT,5,0.0,0.05433333333333333,0.0,1.0,True
MALIR DISTRICT,6,0.0,0.04766666666666667,0.0,1.0,True
MALIR DISTRICT,7,0.0,0.009666666666666667,0.0,0.0,True
MIRPUR KHAS DISTRICT,0,2.679762,1.9013333333333333,0.0,6.0,True
MIRPUR KHAS DISTRICT,1,0.0,0.27,0.0,2.0,True
MIRPUR KHAS DISTRICT,2,0.0,0.147,0.0,1.0,True
MIRPUR KHAS DISTRICT,3,0.0,0.27466666666666667,0.0,2.0,True
MIRPUR KHAS DISTRICT,4,1.370665,0.11516666666666667,0.0,1.0,False
MIRPUR KHAS DISTRICT,5,0.0,0.039,0.0,1.0,True
MIRPUR KHAS DISTRICT,6,0.0,0.034166666666666665,0.0,1.0,True
MIRPUR KHAS DISTRICT,7,0.0,0.007,0.0,0.0,True
THARPARKAR DISTRICT,0,2.344924,1.6685,0.0,5.0,True
THARPARKAR DISTRICT,1,0.0,0.23383333333333334,0.0,2.0,True
THARPARKAR DISTRICT,2,0.0,0.12033333333333333,0.0,1.0,True
THARPARKAR DISTRICT,3,0.0,0.23166666666666666,0.0,2.0,True
THARPARKAR DISTRICT,4,0.0,0.09333333333333334,0.0,1.0,True
THARPARKAR DISTRICT,5,0.0,0.0385,0.0,1.0,True
THARPARKAR DISTRICT,6,0.0,0.0265,0.0,1.0,True
THARPARKAR DISTRICT,7,0.0,0.005333333333333333,0.0,0.0,True
UMER KOT DISTRICT,0,0.724685,0.7695,0.0,3.0,True
UMER KOT DISTRICT,1,0.0,0.1085,0.0,1.0,True
UMER KOT DISTRICT,2,0.0,0.06766666666666667,0.0,1.0,True
UMER KOT DISTRICT,3,0.0,0.1195,0.0,1.0,True
UMER KOT DISTRICT,4,0.0,0.0415,0.0,1.0,True
UMER KOT DISTRICT,5,0.0,0.017333333333333333,0.0,0.0,True
UMER KOT DISTRICT,6,0.0,0.017333333333333333,0.0,0.0,True
UMER KOT DISTRICT,7,0.0,0.005,0.0,0.0,True
SANGHAR DISTRICT,0,0.0,1.0386666666666666,0.0,4.0,True
SANGHAR DISTRICT,1,0.738833,0.14533333333333334,0.0,1.0,True
SANGHAR DISTRICT,2,0.0,0.07666666666666666,0.0,1.0,True
SANGHAR DISTRICT,3,0.738833,0.14933333333333335,0.0,1.0,True
SANGHAR DISTRICT,4,0.0,0.053,0.0,1.0,True
SANGHAR DISTRICT,5,0.0,0.025333333333333333,0.0,0.024999999999636202,True
SANGHAR DISTRICT,6,0.0,0.025833333333333333,0.0,1.0,True
SANGHAR DISTRICT,7,0.0,0.005333333333333333,0.0,0.0,True
NAUSHAHRO FEROZE DISTRICT,0,0.0,2.990666666666667,0.0,8.0,True
NAUSHAHRO FEROZE DISTRICT,1,4.310884,0.4315,0.0,2.0,False
NAUSHAHRO FEROZE DISTRICT,2,0.0,0.21816666666666668,0.0,1.0,True
NAUSHAHRO FEROZE DISTRICT,3,0.0,0.42533333333333334,0.0,2.0,True
NAUSHAHRO FEROZE DISTRICT,4,0.0,0.15633333333333332,0.0,1.0,True
NAUSHAHRO FEROZE DISTRICT,5,0.0,0.060333333333333336,0.0,1.0,True
NAUSHAHRO FEROZE DISTRICT,6,0.0,0.0515,0.0,1.0,True
NAUSHAHRO FEROZE DISTRICT,7,0.0,0.013,0.0,0.0,True
SHAHEED BENAZIRABAD DISTRICT,0,8.07038,7.698166666666666,2.0,15.0,True
SHAHEED BENAZIRABAD DISTRICT,1,0.0,1.0786666666666667,0.0,4.0,True
SHAHEED BENAZIRABAD DISTRICT,2,0.0,0.5788333333333333,0.0,3.0,True
SHAHEED BENAZIRABAD DISTRICT,3,5.785686,1.1895,0.0,4.0,False
SHAHEED BENAZIRABAD DISTRICT,4,0.0,0.4261666666666667,0.0,2.0,True
SHAHEED BENAZIRABAD DISTRICT,5,0.0,0.17266666666666666,0.0,1.0,True
SHAHEED BENAZIRABAD DISTRICT,6,0.0,0.16033333333333333,0.0,1.0,True
SHAHEED BENAZIRABAD DISTRICT,7,0.0,0.03166666666666667,0.0,1.0,True
AWARAN DISTRICT,0,0.0,0.0785,0.0,1.0,True
AWARAN DISTRICT,1,0.0,0.0105,0.0,0.0,True
AWARAN DISTRICT,2,0.0,0.006166666666666667,0.0,0.0,True
AWARAN DISTRICT,3,0.408158,0.0125,0.0,0.0,False
AWARAN DISTRICT,4,0.0,0.007166666666666667,0.0,0.0,True
AWARAN DISTRICT,5,0.204079,0.0023333333333333335,0.0,0.0,False
AWARAN DISTRICT,6,0.0,0.0018333333333333333,0.0,0.0,True
AWARAN DISTRICT,7,0.0,0.0008333333333333334,0.0,0.0,True
KALAT DISTRICT,0,1.0065469999999999,0.495,0.0,2.0,True
KALAT DISTRICT,1,0.0,0.06233333333333333,0.0,1.0,True
KALAT DISTRICT,2,0.0,0.035833333333333335,0.0,1.0,True
KALAT DISTRICT,3,0.0,0.06866666666666667,0.0,1.0,True
KALAT DISTRICT,4,0.0,0.029833333333333333,0.0,1.0,True
KALAT DISTRICT,5,0.0,0.008833333333333334,0.0,0.0,True
KALAT DISTRICT,6,0.0,0.007333333333333333,0.0,0.0,True
